product_id,title,url,price_azn,old_price_azn,discount_azn,specs
13488,Lenovo Legion Pro 5 16IAX10 (83F30015RK) Gaming Notebook,https://icomp.az/lenovo-legion-pro-5-16iax10-83f30015rk-gaming-notebook.html,4899.0,5561.0,662.0,"Ultra 9 275HX | 32GB DDR5 | 1 TB SSD | RTX 5070 8GB | 16"" WQXGA OLED 165Hz | Windows 11 Home"
13486,MSI Raider GE68 HX 14VGG-287US (9S7-15M231-287) Gaming Notebook,https://icomp.az/msi-raider-ge68-hx-14vgg-287us-9s7-15m231-287-gaming-notebook.html,3799.0,4312.0,513.0,"i9-14900HX | 32GB DDR5 | 1 TB SSD | RTX 4070 8GB | 16"" FHD+ IPS 144Hz | Windows 11 Home"
13485,MSI Vector 17 HX AI A2XWHG-067XAZ (9S7-17S372-067) Gaming Notebook,https://icomp.az/msi-vector-17-hx-ai-a2xwhg-067xaz-9s7-17s372-067-gaming-notebook.html,4699.0,5334.0,635.0,"Ultra 9 275HX | 32GB DDR5 | 1 TB SSD | RTX 5070 Ti 12GB | 17"" QHD+ IPS 240Hz | Windows 11 Pro"
13347,Acer Swift 16 AI SF16-51T-76TG (NX.J42AA.001) Notebook,https://icomp.az/acer-swift-16-ai-sf16-51t-76tg-nxj42aa001-notebook.html,2299.0,2610.0,311.0,"Ultra 7 256V | 16GB LPDDR5X | 1TB SSD | Intel Arc Graphics | 16"" 2.8K 120Hz OLED Touch | Windows 11 Home"
13346,HP ProBook 460 G11 (A1LE0UT) Notebook,https://icomp.az/hp-probook-460-g11-a1le0ut-notebook.html,1999.0,2269.0,270.0,"Ultra 7 155U | 32GB DDR5 | SSD 512GB | Intel Graphics | 16"" WUXGA IPS | Windows 11 PRO"
13330,Dell XPS 13 9350 (XPS9350-7715BLK-PUS) Notebook,https://icomp.az/dell-xps-13-9350-xps9350-7715blk-pus-notebook.html,2699.0,3064.0,365.0,"Ultra 7 256V | 16GB LPDDR5X | 512GB SSD | Intel Arc Graphics | 13"" FHD IPS 120Hz | Windows 11 Home"
13329,Acer Aspire 14 AI A14-52MT-53EH (NX.JDJAA.004) Notebook,https://icomp.az/acer-aspire-14-ai-a14-52mt-53eh-nxjdjaa004-notebook.html,1399.0,1588.0,189.0,"Ultra 5 226V | 16GB LPDDR5X | 512GB SSD | Intel Arc Graphics | 14"" WUXGA IPS | Windows 11 Home"
13325,Asus Vivobook S 14 OLED S5406SA-WH79 (90NB15R3-M00320) Notebook,https://icomp.az/asus-vivobook-s-14-oled-s5406sa-wh79-90nb15r3-m00320-notebook.html,2399.0,2723.0,324.0,"Ultra 7 258V | 32GB LPDDR5X | 1TB SSD | Intel Arc Graphics | 14"" WUXGA OLED | Windows 11 Home"
13324,Lenovo Slim 7 14IMH9 (83D80003US) Notebook,https://icomp.az/lenovo-slim-7-14imh9-83d80003us-notebook.html,1999.0,2269.0,270.0,"Ultra 7 155H | 32GB LPDDR5X | 1TB SSD | Intel Arc Graphics | 14"" WUXGA OLED | Windows 11 Home"
13315,HP Pavilion x360 14-ek2005ci (A16JVEA) Notebook,https://icomp.az/hp-pavilion-x360-14-ek2005ci-a16jvea-notebook.html,1399.0,1588.0,189.0,Core 5 120U | 16GB DDR4 | 512GB SSD | Intel Graphics | 14 FHD IPS Touch | FreeDOS
